1537268550892;-12716;9588;-5568
1537268550894;-12768;9568;-5568
1537268550896;-13224;9412;-5368
1537268550898;-13004;9320;-5396
1537268550900;-12744;9428;-5344
1537268550903;-12664;9872;-5272
1537268550905;-13024;9792;-5168
1537268550907;-12880;9708;-5264
1537268550909;-13032;9704;-5240
1537268550911;-13188;9760;-5236
1537268550913;-12868;9876;-5124
1537268550915;-13040;9928;-5064
1537268550917;-12680;9912;-5148
1537268550919;-12836;9836;-5140
1537268550921;-13060;9596;-5112
1537268550923;-12984;9876;-5256
1537268550925;-13108;9828;-5128
1537268550927;-13072;9668;-5004
1537268550930;-13140;9628;-5020
1537268550932;-13344;9460;-5020
1537268550934;-13192;9612;-5000
1537268550936;-13264;9556;-4848
1537268550938;-13256;9544;-4876
1537268550940;-13136;9720;-4652
1537268550942;-13180;9764;-4604
1537268550944;-13312;9780;-4528
1537268550946;-13320;9896;-4416
1537268550948;-13292;9972;-4292
1537268550950;-13192;10004;-4460
1537268550952;-13052;10008;-4448
1537268550955;-13020;10012;-4408
1537268550957;-13016;9884;-4312
1537268550959;-12980;9844;-4224
1537268550961;-13052;9928;-4472
1537268550963;-13008;10056;-4260
1537268550965;-12928;10112;-4340
1537268550967;-12948;10016;-4012
1537268550969;-12996;9900;-4032
1537268550971;-12900;10008;-4124
1537268550973;-13084;9964;-4148
1537268550975;-13016;9984;-4156
1537268550977;-12908;9852;-4460
1537268550980;-12924;9896;-4200
1537268550982;-12980;9928;-4204
1537268550984;-13008;9856;-4316
1537268550986;-13084;9876;-4300
1537268550988;-13088;9748;-4204
1537268550991;-13200;9760;-4388
1537268550992;-13084;9780;-4396
1537268550994;-12800;9824;-4500
1537268550996;-13080;9716;-4508
1537268550998;-13172;9788;-4568
1537268551000;-12908;10016;-4748
1537268551002;-12912;9872;-4624
1537268551004;-12836;9852;-4500
1537268551007;-12860;10016;-4636
1537268551009;-12812;9996;-4688
1537268551011;-13220;9756;-4584
1537268551013;-13012;9816;-4588
1537268551016;-12988;9712;-4508
1537268551017;-12860;9760;-4804
1537268551019;-12856;9856;-4608
1537268551021;-13004;9664;-4484
1537268551023;-13036;9736;-4676
1537268551025;-12840;9980;-4848
1537268551027;-12912;9816;-4852
1537268551029;-12728;10004;-4764
1537268551032;-12612;9984;-4784
1537268551034;-12868;9936;-4596
1537268551036;-12844;10056;-4860
1537268551038;-12692;9904;-4740
1537268551040;-12884;9904;-4672
1537268551042;-12748;10008;-4792
1537268551044;-12712;10044;-4944
1537268551046;-12712;9972;-4736
1537268551048;-12712;10068;-4668
1537268551050;-12788;10020;-4592
1537268551052;-12756;9956;-4692
1537268551054;-12660;10092;-4660
1537268551057;-12704;10028;-4500
1537268551059;-12712;10024;-4544
1537268551061;-12740;10064;-4716
1537268551063;-12744;9968;-4692
1537268551065;-12600;10008;-4568
1537268551067;-12656;10028;-4692
1537268551069;-12760;10012;-4564
1537268551071;-12660;9996;-4484
1537268551073;-12560;9976;-4648
1537268551075;-12660;9968;-4484
1537268551077;-12876;9936;-4504
1537268551079;-12792;9916;-4368
1537268551081;-12692;9852;-4396
1537268551083;-12696;9904;-4564
1537268551086;-12644;10004;-4440
1537268551088;-12720;10016;-4452
1537268551090;-12760;9856;-4492
1537268551092;-12820;9884;-4488
1537268551094;-12728;9864;-4532
1537268551096;-12688;9976;-4352
1537268551098;-12704;9952;-4360
1537268551100;-12648;9832;-4416
1537268551102;-12932;9832;-4320
1537268551104;-12892;9996;-4348
1537268551106;-12856;9892;-4428
1537268551108;-12728;9812;-4384
1537268551110;-12996;9808;-4332
1537268551113;-12804;9864;-4216
1537268551115;-12956;9976;-4280
1537268551117;-12752;9980;-4300
1537268551119;-12852;9996;-4380
1537268551121;-12876;9924;-4368
1537268551123;-12996;9860;-4268
1537268551125;-12976;9864;-4300
1537268551127;-12792;9816;-4476
1537268551129;-12836;9832;-4296
1537268551131;-12828;9700;-4376
1537268551133;-12792;9932;-4480
1537268551136;-12988;9804;-4472
1537268551138;-12912;9588;-4320
1537268551140;-12756;9892;-4408
1537268551142;-12964;9788;-4376
1537268551144;-12980;9788;-4632
1537268551146;-12792;9736;-4452
1537268551148;-13004;9916;-4292
