1569238281465;-13468;8988;3432
1569238281467;-13420;8940;3528
1569238281469;-13444;9024;3460
1569238281471;-13540;8876;3308
1569238281473;-13584;8776;3344
1569238281475;-13344;8824;3408
1569238281478;-13496;8880;3476
1569238281480;-13304;8944;3616
1569238281482;-13448;8936;3512
1569238281484;-13420;8940;3404
1569238281486;-13412;8920;3612
1569238281488;-13256;8856;3692
1569238281490;-13356;9020;3616
1569238281492;-13480;9020;3644
1569238281494;-13440;9056;3548
1569238281496;-13380;8948;3552
1569238281498;-13448;8936;3624
1569238281500;-13492;8820;3656
1569238281502;-13440;8896;3700
1569238281505;-13376;8856;3636
1569238281507;-13428;8896;3504
1569238281509;-13572;8904;3732
1569238281511;-13500;8832;3648
1569238281513;-13516;8840;3560
1569238281515;-13476;8840;3676
1569238281517;-13412;8864;3624
1569238281519;-13476;8904;3584
1569238281521;-13448;8844;3520
1569238281523;-13308;8960;3516
1569238281525;-13384;8952;3508
1569238281527;-13412;8848;3572
1569238281529;-13348;8936;3460
1569238281532;-13396;8992;3456
1569238281534;-13452;8980;3428
1569238281536;-13328;8960;3568
1569238281538;-13396;8968;3604
1569238281540;-13392;9000;3624
1569238281542;-13368;9044;3416
1569238281544;-13288;9192;3520
1569238281546;-13360;9028;3556
1569238281548;-13296;9072;3700
1569238281550;-13296;8976;3500
1569238281552;-13372;9072;3728
1569238281554;-13276;9072;3632
1569238281556;-13268;9104;3652
1569238281559;-13284;9032;3668
1569238281562;-13324;9112;3612
1569238281563;-13420;9152;3780
1569238281565;-13304;9032;3576
1569238281567;-13208;9216;3548
1569238281569;-13324;8940;3684
1569238281571;-13176;9076;3608
1569238281574;-13328;9064;3672
1569238281575;-13240;9088;3752
1569238281577;-13284;8908;3732
1569238281579;-13264;9016;3584
1569238281581;-13248;9020;3828
1569238281583;-13256;9092;3708
1569238281586;-13152;9060;3688
1569238281588;-13236;9028;3672
1569238281590;-13256;9032;3872
1569238281592;-13248;9028;3736
1569238281594;-13296;8944;3772
1569238281596;-13200;9036;3876
1569238281598;-13084;8988;3664
1569238281600;-13140;8932;3788
1569238281602;-13280;9100;3712
1569238281604;-12908;9076;3672
1569238281606;-13244;8964;3640
1569238281609;-13160;8992;3840
1569238281611;-13176;8984;3804
1569238281613;-13140;9112;3640
1569238281615;-13012;9072;3680
1569238281617;-13068;9060;3632
1569238281619;-13108;9112;3612
1569238281621;-13148;9096;3544
1569238281623;-13136;9008;3520
1569238281625;-12308;8964;2632
1569238281627;-13268;9316;3120
1569238281629;-13804;9040;4336
1569238281631;-13076;9048;4224
1569238281633;-13096;9128;4008
1569238281636;-13240;9260;3424
1569238281638;-13156;9184;3576
1569238281640;-13228;9208;3672
1569238281642;-13168;9284;3684
1569238281644;-13104;9264;3536
1569238281646;-13176;9272;3624
1569238281648;-13080;9280;3532
1569238281650;-13108;9268;3664
1569238281652;-13084;9180;3676
1569238281655;-13040;9288;3532
1569238281656;-13084;9144;3656
1569238281658;-13204;9124;3676
1569238281660;-13160;9188;3616
1569238281663;-13124;9184;3656
1569238281665;-13220;9192;3652
1569238281667;-13164;9128;3636
1569238281669;-13244;9216;3736
1569238281671;-13276;9076;3636
1569238281673;-13208;9180;3492
1569238281675;-13248;9136;3520
1569238281677;-13172;9164;3408
1569238281679;-13300;9156;3560
1569238281681;-13312;9152;3480
1569238281683;-13184;9188;3564
1569238281685;-13244;9100;3512
1569238281687;-13384;9164;3396
1569238281690;-13312;9112;3640
1569238281692;-13300;9168;3532
1569238281694;-13332;9072;3552
1569238281696;-13260;9176;3540
1569238281698;-13256;9072;3500
1569238281701;-13292;9156;3472
1569238281703;-13336;9000;3508
1569238281704;-13320;9212;3560
1569238281706;-13296;9160;3540
1569238281708;-13224;9268;3468
1569238281710;-13404;9292;3580
1569238281712;-13176;9404;3344
1569238281714;-13236;9260;3484
1569238281717;-13308;9184;3492
1569238281719;-13252;9204;3368
1569238281721;-13336;9416;3292
1569238281723;-13424;9344;3372
1569238281725;-13340;9364;3472
1569238281727;-13420;9212;3308
1569238281729;-13460;9276;3472
1569238281731;-13476;9276;3332
1569238281733;-13604;9120;3272
1569238281735;-13672;9080;3152
1569238281737;-13800;9156;3240
1569238281739;-13672;9100;3104
1569238281742;-13972;9088;3116
1569238281744;-13976;8864;2952
1569238281746;-14020;8876;2768
1569238281748;-14060;8740;2644
1569238281750;-13828;8796;2524
1569238281752;-13780;8996;2852
1569238281754;-14356;8916;3304
1569238281756;-14328;8668;3044
1569238281758;-14016;8752;2624
1569238281760;-14060;8948;2296
1569238281762;-14152;8744;2212
1569238281764;-14328;9032;2544
1569238281767;-14476;8756;2712
1569238281769;-14484;8772;2728
1569238281771;-14480;8728;3092
1569238281773;-14192;8744;2956
1569238281775;-13984;8636;2940
1569238281777;-13772;8744;2912
1569238281779;-13904;8692;2796
1569238281781;-13932;8652;3008
1569238281783;-13752;8828;2840
1569238281785;-14000;10168;2936
1569238281787;-13468;8392;2788
1569238281789;-13832;8296;2860
1569238281791;-13672;8460;2892
1569238281794;-13488;8540;3148
1569238281796;-13428;8904;2896
1569238281798;-13836;8956;3160
1569238281800;-13996;8892;3452
1569238281802;-13680;8032;3400
1569238281804;-13988;8192;3376
1569238281806;-13968;8464;3112
1569238281808;-14316;8192;3168
1569238281810;-14196;8320;3168
1569238281812;-14768;9524;3196
1569238281814;-14240;9092;2720
1569238281816;-14684;6524;2752
1569238281818;-14508;7460;2636
1569238281821;-14572;7764;2924
1569238281823;-14932;7992;2932
1569238281825;-15104;8028;2960
1569238281827;-15000;7812;2928
1569238281829;-15068;7880;2852
1569238281831;-15120;7832;2760
1569238281833;-15200;8008;2944
1569238281835;-15212;7892;2812
1569238281837;-15428;7824;2764
1569238281839;-15456;7776;2768
1569238281841;-15556;7848;2840
1569238281843;-15644;7916;2848
1569238281845;-15572;7928;2808
1569238281848;-15608;8068;3084
1569238281850;-15352;10604;2872
1569238281852;-14848;7060;2716
1569238281854;-15024;7584;3144
1569238281856;-15228;7752;3188
1569238281858;-15584;8244;3616
1569238281860;-15688;8416;3552
1569238281862;-15720;8508;3964
1569238281864;-15288;8800;3456
1569238281866;-15484;7596;3604
1569238281868;-15460;8092;3660
1569238281870;-15700;10072;3540
1569238281872;-14460;9808;2656
1569238281875;-15076;6812;2912
1569238281877;-15404;8124;3144
